Período,1º Campo,2º Campo,Milha,KPI,Meta 4 Pontos,Meta 2 Pontos,Resultado Final,PESO,Pontuação Máxima,Pontuação Atingida,GAP Pontuação,GAP Peso Ponderado
W13,JM TRANSP.,,XPT,% Real x D7 FDS (XPT) SPOT,> 90 %,> 80 %,50 %,6,24,0,-24.00 🔴,1
Fev,JM TRANSP.,,XPT,% Real x D7 FDS (XPT) SPOT,> 90 %,> 80 %,83.33 %,6,24,12,-12.00 🔴,0
W6,JM TRANSP.,,XPT,% Real x D7 FDS (XPT) SPOT,> 90 %,> 80 %,80 %,6,24,12,-12.00 🔴,0
W25,JM TRANSP.,,XPT,% Real x D7 FDS (XPT) SPOT,> 90 %,> 80 %,80 %,6,24,12,-12.00 🔴,0
Fev,JM TRANSP.,,XPT,% Real x D7 Semana (XPT) SPOT,> 90 %,> 80 %,83.33 %,5,20,10,-10.00 🔴,0
W27,JM TRANSP.,,XPT,% Real x D7 Semana (XPT) SPOT,> 90 %,> 80 %,80 %,5,20,10,-10.00 🔴,0
W20,JM TRANSP.,,XPT,% Real x D7 Semana (XPT) SPOT,> 90 %,> 80 %,100 %,5,20,20,0.00 🟢,0
W9,JM TRANSP.,,XPT,% Real x D7 Semana (XPT) SPOT,> 90 %,> 80 %,83.33 %,5,20,10,-10.00 🔴,0
W6,JM TRANSP.,,XPT,% Real x D7 Semana (XPT) SPOT,> 90 %,> 80 %,100 %,5,20,20,0.00 🟢,0
W25,JM TRANSP.,,XPT,% Real x D7 Semana (XPT) SPOT,> 90 %,> 80 %,83.33 %,5,20,10,-10.00 🔴,0
W14,JM TRANSP.,,XPT,% Real x D7 Semana (XPT) SPOT,> 90 %,> 80 %,40 %,5,20,0,-20.00 🔴,1
W24,JM TRANSP.,,XPT,% Real x D7 Semana (XPT) SPOT,> 90 %,> 80 %,100 %,5,20,20,0.00 🟢,0
W23,JM TRANSP.,,XPT,% Real x D7 Semana (XPT) SPOT,> 90 %,> 80 %,75 %,5,20,0,-20.00 🔴,1
W18,JM TRANSP.,,XPT,% Real x D7 Semana (XPT) SPOT,> 90 %,> 80 %,75 %,5,20,0,-20.00 🔴,1
Mai,JM TRANSP.,,XPT,% Real x D7 Semana (XPT) SPOT,> 90 %,> 80 %,100 %,5,20,20,0.00 🟢,0
W21,JM TRANSP.,,XPT,% Real x D7 Semana (XPT) SPOT,> 90 %,> 80 %,100 %,5,20,20,0.00 🟢,0
Abr,JM TRANSP.,,XPT,% Real x D7 Semana (XPT) SPOT,> 90 %,> 80 %,100 %,5,20,20,0.00 🟢,0
W17,JM TRANSP.,,XPT,% Real x D7 Semana (XPT) SPOT,> 90 %,> 80 %,80 %,5,20,10,-10.00 🔴,0
W10,JM TRANSP.,,XPT,% Real x D7 Semana (XPT) SPOT,> 90 %,> 80 %,80 %,5,20,10,-10.00 🔴,0
W19,JM TRANSP.,,XPT,% Real x D7 Semana (XPT) SPOT,> 90 %,> 80 %,100 %,5,20,20,0.00 🟢,0
W16,JM TRANSP.,,XPT,% Real x D7 Semana (XPT) SPOT,> 90 %,> 80 %,75 %,5,20,0,-20.00 🔴,1
W26,JM TRANSP.,,XPT,% Real x D7 Semana (XPT) SPOT,> 90 %,> 80 %,83.33 %,5,20,10,-10.00 🔴,0
W8,JM TRANSP.,,XPT,% Real x D7 Semana (XPT) SPOT,> 90 %,> 80 %,60 %,5,20,0,-20.00 🔴,1
W29,JM TRANSP.,,XPT,% Real x D7 Semana (XPT) SPOT,> 90 %,> 80 %,0 %,5,20,0,-20.00 🔴,0
Jul,JM TRANSP.,,XPT,% Real x D7 Semana (XPT) SPOT,> 90 %,> 80 %,33.33 %,5,20,0,-20.00 🔴,0
Jun,JM TRANSP.,,XPT,% Real x D7 Semana (XPT) SPOT,> 90 %,> 80 %,85.71 %,5,20,10,-10.00 🔴,0
W28,JM TRANSP.,,XPT,% Real x D7 Semana (XPT) SPOT,> 90 %,> 80 %,83.33 %,5,20,10,-10.00 🔴,0
W15,JM TRANSP.,,XPT,% Real x D7 Semana (XPT) SPOT,> 90 %,> 80 %,80 %,5,20,10,-10.00 🔴,0
W12,JM TRANSP.,,XPT,% Real x D7 Semana (XPT) SPOT,> 90 %,> 80 %,80 %,5,20,10,-10.00 🔴,0
W13,JM TRANSP.,,XPT,% Real x D7 Semana (XPT) SPOT,> 90 %,> 80 %,80 %,5,20,10,-10.00 🔴,0
W7,JM TRANSP.,,XPT,% Real x D7 Semana (XPT) SPOT,> 90 %,> 80 %,100 %,5,20,20,0.00 🟢,0
W11,JM TRANSP.,,XPT,% Real x D7 Semana (XPT) SPOT,> 90 %,> 80 %,83.33 %,5,20,10,-10.00 🔴,0
Mar,JM TRANSP.,,XPT,% Real x D7 Semana (XPT) SPOT,> 90 %,> 80 %,83.33 %,5,20,10,-10.00 🔴,0
W22,JM TRANSP.,,XPT,% Real x D7 Semana (XPT) SPOT,> 90 %,> 80 %,100 %,5,20,20,0.00 🟢,0
W20,JM TRANSP.,,XPT,Telemetria MM XPT,> 72 %,> 70 %,63.91 %,6,24,0,-24.00 🔴,1
W25,JM TRANSP.,,XPT,Telemetria MM XPT,> 72 %,> 70 %,61.11 %,6,24,0,-24.00 🔴,1
W21,JM TRANSP.,,XPT,Telemetria MM XPT,> 72 %,> 70 %,67.09 %,6,24,0,-24.00 🔴,1
W24,JM TRANSP.,,XPT,Telemetria MM XPT,> 72 %,> 70 %,58.91 %,6,24,0,-24.00 🔴,1
Abr,JM TRANSP.,,XPT,Telemetria MM XPT,> 72 %,> 70 %,62.61 %,6,24,0,-24.00 🔴,1
W28,JM TRANSP.,,XPT,Telemetria MM XPT,> 75 %,> 73 %,67.91 %,6,24,0,-24.00 🔴,0
Mai,JM TRANSP.,,XPT,Telemetria MM XPT,> 72 %,> 70 %,67.31 %,6,24,0,-24.00 🔴,1
W10,JM TRANSP.,,XPT,Telemetria MM XPT,> 70 %,> 68 %,115.92 %,6,24,24,0.00 🟢,0
W26,JM TRANSP.,,XPT,Telemetria MM XPT,> 72 %,> 70 %,63.55 %,6,24,0,-24.00 🔴,1
W22,JM TRANSP.,,XPT,Telemetria MM XPT,> 72 %,> 70 %,70.23 %,6,24,12,-12.00 🔴,0
W18,JM TRANSP.,,XPT,Telemetria MM XPT,> 72 %,> 70 %,54.61 %,6,24,0,-24.00 🔴,1
W6,JM TRANSP.,,XPT,Telemetria MM XPT,> 70 %,> 68 %,63.74 %,6,24,0,-24.00 🔴,1
Mar,JM TRANSP.,,XPT,Telemetria MM XPT,> 70 %,> 68 %,120.44 %,6,24,24,0.00 🟢,0
W7,JM TRANSP.,,XPT,Telemetria MM XPT,> 70 %,> 68 %,50.28 %,6,24,0,-24.00 🔴,1
Jul,JM TRANSP.,,XPT,Telemetria MM XPT,> 75 %,> 73 %,67.91 %,6,24,0,-24.00 🔴,1
W17,JM TRANSP.,,XPT,Telemetria MM XPT,> 72 %,> 70 %,62.62 %,6,24,0,-24.00 🔴,1
W23,JM TRANSP.,,XPT,Telemetria MM XPT,> 72 %,> 70 %,70.54 %,6,24,12,-12.00 🔴,0
W14,JM TRANSP.,,XPT,Telemetria MM XPT,> 71.14 %,> 69.14 %,119.66 %,6,24,24,0.00 🟢,0
Fev,JM TRANSP.,,XPT,Telemetria MM XPT,> 70 %,> 68 %,56.85 %,6,24,0,-24.00 🔴,1
W16,JM TRANSP.,,XPT,Telemetria MM XPT,> 72 %,> 70 %,66.83 %,6,24,0,-24.00 🔴,1
W29,JM TRANSP.,,XPT,Telemetria MM XPT,> 75 %,> 73 %,,6,24,0,-24.00 🔴,0
W11,JM TRANSP.,,XPT,Telemetria MM XPT,> 70 %,> 68 %,119.42 %,6,24,24,0.00 🟢,0
W27,JM TRANSP.,,XPT,Telemetria MM XPT,> 73.71 %,> 71.71 %,68.38 %,6,24,0,-24.00 🔴,1
W9,JM TRANSP.,,XPT,Telemetria MM XPT,> 70 %,> 68 %,,6,24,0,-24.00 🔴,1
W13,JM TRANSP.,,XPT,Telemetria MM XPT,> 70 %,> 68 %,121.28 %,6,24,24,0.00 🟢,0
W19,JM TRANSP.,,XPT,Telemetria MM XPT,> 72 %,> 70 %,67.99 %,6,24,0,-24.00 🔴,1
W15,JM TRANSP.,,XPT,Telemetria MM XPT,> 72 %,> 70 %,66.38 %,6,24,0,-24.00 🔴,1
W8,JM TRANSP.,,XPT,Telemetria MM XPT,> 70 %,> 68 %,56.53 %,6,24,0,-24.00 🔴,1
W12,JM TRANSP.,,XPT,Telemetria MM XPT,> 70 %,> 68 %,125.9 %,6,24,24,0.00 🟢,0
Jun,JM TRANSP.,,XPT,Telemetria MM XPT,> 72 %,> 70 %,64.5 %,6,24,0,-24.00 🔴,1
W19,JM TRANSP.,,XPT,BPP XPT,< 0 %,,1.99 %,0,0,0,0.00 🟢,0
Abr,JM TRANSP.,,XPT,BPP XPT,< 0 %,,8.75 %,0,0,0,0.00 🟢,0
Fev,JM TRANSP.,,XPT,BPP XPT,< 0 %,,0 %,0,0,0,0.00 🟢,0
W20,JM TRANSP.,,XPT,BPP XPT,< 0 %,,2.37 %,0,0,0,0.00 🟢,0
W15,JM TRANSP.,,XPT,BPP XPT,< 0 %,,1.31 %,0,0,0,0.00 🟢,0
W9,JM TRANSP.,,XPT,BPP XPT,< 0 %,,0 %,0,0,0,0.00 🟢,0
Mai,JM TRANSP.,,XPT,BPP XPT,< 0 %,,7.55 %,0,0,0,0.00 🟢,0
W13,JM TRANSP.,,XPT,BPP XPT,< 0 %,,1.14 %,0,0,0,0.00 🟢,0
W6,JM TRANSP.,,XPT,BPP XPT,< 0 %,,0 %,0,0,0,0.00 🟢,0
W27,JM TRANSP.,,XPT,BPP XPT,< 0 %,,1.13 %,0,0,0,0.00 🟢,0
W16,JM TRANSP.,,XPT,BPP XPT,< 0 %,,2.38 %,0,0,0,0.00 🟢,0
W10,JM TRANSP.,,XPT,BPP XPT,< 0 %,,1.79 %,0,0,0,0.00 🟢,0
W18,JM TRANSP.,,XPT,BPP XPT,< 0 %,,1.8 %,0,0,0,0.00 🟢,0
W17,JM TRANSP.,,XPT,BPP XPT,< 0 %,,2.58 %,0,0,0,0.00 🟢,0
W23,JM TRANSP.,,XPT,BPP XPT,< 0 %,,0.18 %,0,0,0,0.00 🟢,0
W29,JM TRANSP.,,XPT,BPP XPT,< 0 %,,0 %,0,0,0,0.00 🟢,0
W28,JM TRANSP.,,XPT,BPP XPT,< 0 %,,1.87 %,0,0,0,0.00 🟢,0
W14,JM TRANSP.,,XPT,BPP XPT,< 0 %,,0.84 %,0,0,0,0.00 🟢,0
Jun,JM TRANSP.,,XPT,BPP XPT,< 0 %,,0 %,0,0,0,0.00 🟢,0
W7,JM TRANSP.,,XPT,BPP XPT,< 0 %,,0 %,0,0,0,0.00 🟢,0
W24,JM TRANSP.,,XPT,BPP XPT,< 0 %,,0 %,0,0,0,0.00 🟢,0
W11,JM TRANSP.,,XPT,BPP XPT,< 0 %,,1.36 %,0,0,0,0.00 🟢,0
W21,JM TRANSP.,,XPT,BPP XPT,< 0 %,,1.2 %,0,0,0,0.00 🟢,0
W26,JM TRANSP.,,XPT,BPP XPT,< 0 %,,0 %,0,0,0,0.00 🟢,0
W22,JM TRANSP.,,XPT,BPP XPT,< 0 %,,0.69 %,0,0,0,0.00 🟢,0
Jul,JM TRANSP.,,XPT,BPP XPT,< 0 %,,3 %,0,0,0,0.00 🟢,0
W8,JM TRANSP.,,XPT,BPP XPT,< 0 %,,0 %,0,0,0,0.00 🟢,0
Mar,JM TRANSP.,,XPT,BPP XPT,< 0 %,,6.95 %,0,0,0,0.00 🟢,0
W25,JM TRANSP.,,XPT,BPP XPT,< 0 %,,0 %,0,0,0,0.00 🟢,0
W12,JM TRANSP.,,XPT,BPP XPT,< 0 %,,1.85 %,0,0,0,0.00 🟢,0
W9,JM TRANSP.,,SRM,Notificações Extrajudicial,< 0,< 0,,-3,-12,0,0.00 🟢,
W19,JM TRANSP.,,SRM,Notificações Extrajudicial,< 0,< 0,,-3,-12,0,0.00 🟢,
Fev,JM TRANSP.,,SRM,Notificações Extrajudicial,< 0,< 0,,-3,-12,0,0.00 🟢,
W29,JM TRANSP.,,SRM,Notificações Extrajudicial,< 0,< 0,,-3,-12,0,0.00 🟢,
W15,JM TRANSP.,,SRM,Notificações Extrajudicial,< 0,< 0,,-3,-12,0,0.00 🟢,
W22,JM TRANSP.,,SRM,Notificações Extrajudicial,< 0,< 0,,-3,-12,0,0.00 🟢,
W7,JM TRANSP.,,SRM,Notificações Extrajudicial,< 0,< 0,,-3,-12,0,0.00 🟢,
W27,JM TRANSP.,,SRM,Notificações Extrajudicial,< 0,< 0,,-3,-12,0,0.00 🟢,
W28,JM TRANSP.,,SRM,Notificações Extrajudicial,< 0,< 0,,-3,-12,0,0.00 🟢,
W26,JM TRANSP.,,SRM,Notificações Extrajudicial,< 0,< 0,,-3,-12,0,0.00 🟢,
W20,JM TRANSP.,,SRM,Notificações Extrajudicial,< 0,< 0,,-3,-12,0,0.00 🟢,
Mar,JM TRANSP.,,SRM,Notificações Extrajudicial,< 0,< 0,,-3,-12,0,0.00 🟢,
W25,JM TRANSP.,,SRM,Notificações Extrajudicial,< 0,< 0,,-3,-12,0,0.00 🟢,
Abr,JM TRANSP.,,SRM,Notificações Extrajudicial,< 0,< 0,,-3,-12,0,0.00 🟢,
W18,JM TRANSP.,,SRM,Notificações Extrajudicial,< 0,< 0,,-3,-12,0,0.00 🟢,
W17,JM TRANSP.,,SRM,Notificações Extrajudicial,< 0,< 0,,-3,-12,0,0.00 🟢,
W14,JM TRANSP.,,SRM,Notificações Extrajudicial,< 0,< 0,,-3,-12,0,0.00 🟢,
Jul,JM TRANSP.,,SRM,Notificações Extrajudicial,< 0,< 0,,-3,-12,0,0.00 🟢,
W13,JM TRANSP.,,SRM,Notificações Extrajudicial,< 0,< 0,,-3,-12,0,0.00 🟢,
W6,JM TRANSP.,,SRM,Notificações Extrajudicial,< 0,< 0,,-3,-12,0,0.00 🟢,
W24,JM TRANSP.,,SRM,Notificações Extrajudicial,< 0,< 0,,-3,-12,0,0.00 🟢,
W8,JM TRANSP.,,SRM,Notificações Extrajudicial,< 0,< 0,,-3,-12,0,0.00 🟢,
W16,JM TRANSP.,,SRM,Notificações Extrajudicial,< 0,< 0,,-3,-12,0,0.00 🟢,
W12,JM TRANSP.,,SRM,Notificações Extrajudicial,< 0,< 0,,-3,-12,0,0.00 🟢,
W11,JM TRANSP.,,SRM,Notificações Extrajudicial,< 0,< 0,,-3,-12,0,0.00 🟢,
Jun,JM TRANSP.,,SRM,Notificações Extrajudicial,< 0,< 0,,-3,-12,0,0.00 🟢,
W21,JM TRANSP.,,SRM,Notificações Extrajudicial,< 0,< 0,,-3,-12,0,0.00 🟢,
W10,JM TRANSP.,,SRM,Notificações Extrajudicial,< 0,< 0,,-3,-12,0,0.00 🟢,
W23,JM TRANSP.,,SRM,Notificações Extrajudicial,< 0,< 0,,-3,-12,0,0.00 🟢,
Mai,JM TRANSP.,,SRM,Notificações Extrajudicial,< 0,< 0,,-3,-12,0,0.00 🟢,
W26,JM TRANSP.,,SRM,Bloqueio de Drivers,< 1 %,,0 %,-3,-12,0,0.00 🟢,
W25,JM TRANSP.,,SRM,Bloqueio de Drivers,< 1 %,,0.21 %,-3,-12,0,0.00 🟢,
Fev,JM TRANSP.,,SRM,Bloqueio de Drivers,< 1 %,,0.43 %,-3,-12,0,0.00 🟢,
W6,JM TRANSP.,,SRM,Bloqueio de Drivers,< 1 %,,0 %,-3,-12,0,0.00 🟢,
W10,JM TRANSP.,,SRM,Bloqueio de Drivers,< 1 %,,0 %,-3,-12,0,0.00 🟢,
W7,JM TRANSP.,,SRM,Bloqueio de Drivers,< 1 %,,0 %,-3,-12,0,0.00 🟢,
W15,JM TRANSP.,,SRM,Bloqueio de Drivers,< 1 %,,0 %,-3,-12,0,0.00 🟢,
W21,JM TRANSP.,,SRM,Bloqueio de Drivers,< 1 %,,0 %,-3,-12,0,0.00 🟢,
W23,JM TRANSP.,,SRM,Bloqueio de Drivers,< 1 %,,0.07 %,-3,-12,0,0.00 🟢,
W8,JM TRANSP.,,SRM,Bloqueio de Drivers,< 1 %,,0 %,-3,-12,0,0.00 🟢,
W29,JM TRANSP.,,SRM,Bloqueio de Drivers,< 1 %,,0 %,-3,-12,0,0.00 🟢,
W11,JM TRANSP.,,SRM,Bloqueio de Drivers,< 1 %,,0 %,-3,-12,0,0.00 🟢,
Mai,JM TRANSP.,,SRM,Bloqueio de Drivers,< 1 %,,0.47 %,-3,-12,0,0.00 🟢,
Jul,JM TRANSP.,,SRM,Bloqueio de Drivers,< 1 %,,0.32 %,-3,-12,0,0.00 🟢,
W27,JM TRANSP.,,SRM,Bloqueio de Drivers,< 1 %,,0.17 %,-3,-12,0,0.00 🟢,
W9,JM TRANSP.,,SRM,Bloqueio de Drivers,< 1 %,,0 %,-3,-12,0,0.00 🟢,
Abr,JM TRANSP.,,SRM,Bloqueio de Drivers,< 1 %,,0.44 %,-3,-12,0,0.00 🟢,
Jun,JM TRANSP.,,SRM,Bloqueio de Drivers,< 1 %,,0.47 %,-3,-12,0,0.00 🟢,
W17,JM TRANSP.,,SRM,Bloqueio de Drivers,< 1 %,,0 %,-3,-12,0,0.00 🟢,
W16,JM TRANSP.,,SRM,Bloqueio de Drivers,< 1 %,,0 %,-3,-12,0,0.00 🟢,
W24,JM TRANSP.,,SRM,Bloqueio de Drivers,< 1 %,,0.21 %,-3,-12,0,0.00 🟢,
W13,JM TRANSP.,,SRM,Bloqueio de Drivers,< 1 %,,0 %,-3,-12,0,0.00 🟢,
W22,JM TRANSP.,,SRM,Bloqueio de Drivers,< 1 %,,0.07 %,-3,-12,0,0.00 🟢,
W20,JM TRANSP.,,SRM,Bloqueio de Drivers,< 1 %,,0 %,-3,-12,0,0.00 🟢,
W12,JM TRANSP.,,SRM,Bloqueio de Drivers,< 1 %,,0 %,-3,-12,0,0.00 🟢,
W28,JM TRANSP.,,SRM,Bloqueio de Drivers,< 1 %,,0.18 %,-3,-12,0,0.00 🟢,
W18,JM TRANSP.,,SRM,Bloqueio de Drivers,< 1 %,,0 %,-3,-12,0,0.00 🟢,
W14,JM TRANSP.,,SRM,Bloqueio de Drivers,< 1 %,,0 %,-3,-12,0,0.00 🟢,
W19,JM TRANSP.,,SRM,Bloqueio de Drivers,< 1 %,,0 %,-3,-12,0,0.00 🟢,
Mar,JM TRANSP.,,SRM,Bloqueio de Drivers,< 1 %,,0.54 %,-3,-12,0,0.00 🟢,
W11,JM TRANSP.,,SRM,Auditorias Supplier Program,> 80 %,> 70 %,158.8 %,-4,-16,0,0.00 🟢,
Fev,JM TRANSP.,,SRM,Auditorias Supplier Program,> 80 %,> 70 %,79.4 %,-4,-16,-1,-1.00 🔴,
W7,JM TRANSP.,,SRM,Auditorias Supplier Program,> 80 %,> 70 %,79.4 %,-4,-16,-1,-1.00 🔴,
W21,JM TRANSP.,,SRM,Auditorias Supplier Program,> 80 %,> 70 %,91.13 %,-4,-16,0,0.00 🟢,
W22,JM TRANSP.,,SRM,Auditorias Supplier Program,> 80 %,> 70 %,91.13 %,-4,-16,0,0.00 🟢,
W27,JM TRANSP.,,SRM,Auditorias Supplier Program,> 80 %,> 70 %,91.76 %,-4,-16,0,0.00 🟢,
W17,JM TRANSP.,,SRM,Auditorias Supplier Program,> 80 %,> 70 %,79.4 %,-4,-16,-1,-1.00 🔴,
W23,JM TRANSP.,,SRM,Auditorias Supplier Program,> 80 %,> 70 %,91.67 %,-4,-16,0,0.00 🟢,
Mar,JM TRANSP.,,SRM,Auditorias Supplier Program,> 80 %,> 70 %,158.8 %,-4,-16,0,0.00 🟢,
W25,JM TRANSP.,,SRM,Auditorias Supplier Program,> 80 %,> 70 %,91.76 %,-4,-16,0,0.00 🟢,
Mai,JM TRANSP.,,SRM,Auditorias Supplier Program,> 80 %,> 70 %,91.13 %,-4,-16,0,0.00 🟢,
W20,JM TRANSP.,,SRM,Auditorias Supplier Program,> 80 %,> 70 %,91.13 %,-4,-16,0,0.00 🟢,
Abr,JM TRANSP.,,SRM,Auditorias Supplier Program,> 80 %,> 70 %,79.4 %,-4,-16,-1,-1.00 🔴,
W16,JM TRANSP.,,SRM,Auditorias Supplier Program,> 80 %,> 70 %,79.4 %,-4,-16,-1,-1.00 🔴,
W8,JM TRANSP.,,SRM,Auditorias Supplier Program,> 80 %,> 70 %,79.4 %,-4,-16,-1,-1.00 🔴,
W24,JM TRANSP.,,SRM,Auditorias Supplier Program,> 80 %,> 70 %,91.76 %,-4,-16,0,0.00 🟢,
W28,JM TRANSP.,,SRM,Auditorias Supplier Program,> 80 %,> 70 %,91.76 %,-4,-16,0,0.00 🟢,
W9,JM TRANSP.,,SRM,Auditorias Supplier Program,> 80 %,> 70 %,79.4 %,-4,-16,-1,-1.00 🔴,
W15,JM TRANSP.,,SRM,Auditorias Supplier Program,> 80 %,> 70 %,79.4 %,-4,-16,-1,-1.00 🔴,
W29,JM TRANSP.,,SRM,Auditorias Supplier Program,> 80 %,> 70 %,91.76 %,-4,-16,0,0.00 🟢,
W26,JM TRANSP.,,SRM,Auditorias Supplier Program,> 80 %,> 70 %,91.76 %,-4,-16,0,0.00 🟢,
W13,JM TRANSP.,,SRM,Auditorias Supplier Program,> 80 %,> 70 %,158.8 %,-4,-16,0,0.00 🟢,
W10,JM TRANSP.,,SRM,Auditorias Supplier Program,> 80 %,> 70 %,158.8 %,-4,-16,0,0.00 🟢,
Jun,JM TRANSP.,,SRM,Auditorias Supplier Program,> 80 %,> 70 %,91.76 %,-4,-16,0,0.00 🟢,
W14,JM TRANSP.,,SRM,Auditorias Supplier Program,> 80 %,> 70 %,113.43 %,-4,-16,0,0.00 🟢,
W19,JM TRANSP.,,SRM,Auditorias Supplier Program,> 80 %,> 70 %,91.13 %,-4,-16,0,0.00 🟢,
Jul,JM TRANSP.,,SRM,Auditorias Supplier Program,> 80 %,> 70 %,91.76 %,-4,-16,0,0.00 🟢,
W12,JM TRANSP.,,SRM,Auditorias Supplier Program,> 80 %,> 70 %,158.8 %,-4,-16,0,0.00 🟢,
W6,JM TRANSP.,,SRM,Auditorias Supplier Program,> 80 %,> 70 %,79.4 %,-4,-16,-1,-1.00 🔴,
W18,JM TRANSP.,,SRM,Auditorias Supplier Program,> 80 %,> 70 %,82.75 %,-4,-16,0,0.00 🟢,
W15,JM TRANSP.,,SRM,KPI BONUS,> 90 %,> 80 %,73.49 %,1,0,0,0.00 🟢,
W11,JM TRANSP.,,SRM,KPI BONUS,> 90 %,> 80 %,53.03 %,1,0,0,0.00 🟢,
W29,JM TRANSP.,,SRM,KPI BONUS,> 90 %,> 80 %,81.63 %,1,0,2,2.00 🟢,
W18,JM TRANSP.,,SRM,KPI BONUS,> 90 %,> 80 %,79.34 %,1,0,0,0.00 🟢,
W6,JM TRANSP.,,SRM,KPI BONUS,> 90 %,> 80 %,51.04 %,1,0,0,0.00 🟢,
W23,JM TRANSP.,,SRM,KPI BONUS,> 90 %,> 80 %,83.23 %,1,0,2,2.00 🟢,
W22,JM TRANSP.,,SRM,KPI BONUS,> 90 %,> 80 %,81.8 %,1,0,2,2.00 🟢,
W20,JM TRANSP.,,SRM,KPI BONUS,> 90 %,> 80 %,82.61 %,1,0,2,2.00 🟢,
Jun,JM TRANSP.,,SRM,KPI BONUS,> 90 %,> 80 %,82.62 %,1,0,2,2.00 🟢,
W10,JM TRANSP.,,SRM,KPI BONUS,> 90 %,> 80 %,48.33 %,1,0,0,0.00 🟢,
W19,JM TRANSP.,,SRM,KPI BONUS,> 90 %,> 80 %,81.2 %,1,0,2,2.00 🟢,
Abr,JM TRANSP.,,SRM,KPI BONUS,> 90 %,> 80 %,75.94 %,1,0,0,0.00 🟢,
W27,JM TRANSP.,,SRM,KPI BONUS,> 90 %,> 80 %,82.71 %,1,0,2,2.00 🟢,
Jul,JM TRANSP.,,SRM,KPI BONUS,> 90 %,> 80 %,82.8 %,1,0,2,2.00 🟢,
Fev,JM TRANSP.,,SRM,KPI BONUS,> 90 %,> 80 %,49.7 %,1,0,0,0.00 🟢,
W7,JM TRANSP.,,SRM,KPI BONUS,> 90 %,> 80 %,50.27 %,1,0,0,0.00 🟢,
Mar,JM TRANSP.,,SRM,KPI BONUS,> 90 %,> 80 %,57.12 %,1,0,0,0.00 🟢,
W24,JM TRANSP.,,SRM,KPI BONUS,> 90 %,> 80 %,81.55 %,1,0,2,2.00 🟢,
W14,JM TRANSP.,,SRM,KPI BONUS,> 90 %,> 80 %,70.73 %,1,0,0,0.00 🟢,
W8,JM TRANSP.,,SRM,KPI BONUS,> 90 %,> 80 %,49.52 %,1,0,0,0.00 🟢,
W13,JM TRANSP.,,SRM,KPI BONUS,> 90 %,> 80 %,65.49 %,1,0,0,0.00 🟢,
Mai,JM TRANSP.,,SRM,KPI BONUS,> 90 %,> 80 %,82.11 %,1,0,2,2.00 🟢,
W17,JM TRANSP.,,SRM,KPI BONUS,> 90 %,> 80 %,77.69 %,1,0,0,0.00 🟢,
W16,JM TRANSP.,,SRM,KPI BONUS,> 90 %,> 80 %,76.66 %,1,0,0,0.00 🟢,
W25,JM TRANSP.,,SRM,KPI BONUS,> 90 %,> 80 %,81.86 %,1,0,2,2.00 🟢,
W9,JM TRANSP.,,SRM,KPI BONUS,> 90 %,> 80 %,47.94 %,1,0,0,0.00 🟢,
W28,JM TRANSP.,,SRM,KPI BONUS,> 90 %,> 80 %,82.92 %,1,0,2,2.00 🟢,
W26,JM TRANSP.,,SRM,KPI BONUS,> 90 %,> 80 %,84.52 %,1,0,2,2.00 🟢,
W21,JM TRANSP.,,SRM,KPI BONUS,> 90 %,> 80 %,82.46 %,1,0,2,2.00 🟢,
W12,JM TRANSP.,,SRM,KPI BONUS,> 90 %,> 80 %,57.81 %,1,0,0,0.00 🟢,
